food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g
ASC277,Boondi raita,asc_manual,2831.04,687.72,3.96,2.19,73.83,1.88
ASC278,Sweet raita (Meetha raita),asc_manual,418.63,99.24,17.93,3.24,1.78,15.36
ASC279,Dahi vadas/Dahi bhalla,asc_manual,2748.73,667.73,5.49,2.96,70.40,1.78
ASC280,Gunjia,asc_manual,2747.77,667.34,5.68,2.98,70.28,2.05
ASC281,Saunth/Sonth chutney with tamarind/imli,asc_manual,592.16,141.53,33.55,1.01,0.15,31.31
ASC282,Rice kheer (Chawal ki kheer),asc_manual,315.33,75.03,10.05,2.30,2.97,8.02
ASC283,Makhana kheer,asc_manual,452.85,107.85,12.88,3.31,5.00,11.54
ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),asc_manual,504.28,120.07,15.87,3.35,5.00,12.79
ASC286,Semolina kheer (Suji/Rava kheer),asc_manual,476.14,113.21,15.88,3.43,4.20,12.88
ASC287,Paneer kheer,asc_manual,441.91,105.31,10.03,4.53,5.37,9.87
ASC288,Cabbage kheer (Pattagobhi ki kheer),asc_manual,350.89,83.51,9.73,2.87,3.80,9.28
ASC289,Carrot kheer (Gajar ki kheer),asc_manual,358.60,85.35,10.09,2.81,3.85,9.63
ASC290,Cauliflower kheer (Phoolgobhi ki kheer),asc_manual,344.14,81.95,8.78,3.04,3.95,8.49
ASC291,Moong dal kheer,asc_manual,324.23,77.16,9.89,2.95,2.97,7.92
ASC292,Phirni,asc_manual,487.80,116.12,16.11,3.49,4.34,10.79
ASC293,Semolina halwa (Suji ka halwa),asc_manual,940.23,225.65,24.67,2.16,13.38,13.98
ASC294,Shahi suji halwa,asc_manual,1595.02,382.34,44.44,3.48,21.73,27.21
ASC295,Carrot halwa (Gajar ka halwa),asc_manual,722.36,172.64,18.53,3.11,9.73,16.85
ASC296,Egg halwa (Ande ka halwa),asc_manual,1262.47,299.74,39.59,7.85,13.41,37.85
ASC297,Potato halwa (Aloo ka halwa),asc_manual,637.97,151.66,29.18,1.53,3.48,17.42
ASC298,Pumpkin halwa (Kaddu ka halwa),asc_manual,800.80,190.27,27.60,1.33,8.81,26.64
ASC299,Moong dal halwa,asc_manual,1461.34,349.80,40.23,8.35,17.68,25.59
ASC300,Caramel custard (steamed),asc_manual,512.20,121.58,15.02,4.97,4.87,14.98
ASC301,Baked custard,asc_manual,447.46,106.53,9.45,5.41,5.30,9.42
ASC302,Soft Custard (stirred),asc_manual,459.08,109.18,11.19,5.01,5.07,11.15
ASC304,Chocolate ice cream,asc_manual,743.06,177.70,15.41,4.47,11.25,15.33
ASC305,Mango ice cream,asc_manual,525.33,125.69,11.14,3.40,7.62,11.01
ASC307,Fruit Ice cream (Phalon ka Ice cream),asc_manual,717.81,171.46,16.05,4.37,10.38,14.03
ASC308,Caramel ice cream,asc_manual,725.49,173.52,14.81,4.31,11.15,14.52
ASC309,Lemon souffle,asc_manual,705.67,168.51,13.43,6.95,10.02,11.67
ASC310,Orange souffle,asc_manual,704.69,168.28,14.20,6.80,9.73,12.31
ASC311,Vanilla souffle,asc_manual,786.62,187.85,14.78,7.71,11.19,12.86
ASC312,Chocolate souffle,asc_manual,792.69,189.32,14.74,7.88,11.36,12.69
ASC313,Pineapple souffle ,asc_manual,821.36,196.14,15.52,8.06,11.72,13.45
ASC314,Apple mousse,asc_manual,447.82,106.92,12.77,4.21,4.27,10.56
ASC315,Rich chocolate mousse,asc_manual,785.94,188.26,10.84,7.96,12.19,10.30
ASC316,Mango mousse,asc_manual,520.63,124.98,9.14,3.21,8.47,8.89
ASC317,Orange and pineapple cream,asc_manual,422.92,101.18,11.96,1.44,5.43,11.37
ASC318,Charlotte rousse,asc_manual,790.33,188.29,34.08,3.95,4.78,20.48
ASC319,Triffle pudding,asc_manual,493.52,116.97,18.24,2.93,3.93,13.89
ASC320,Snow flakes pudding,asc_manual,399.56,95.21,8.07,4.67,4.97,8.01
ASC321,Kulfi,asc_manual,413.82,98.43,11.30,3.21,4.70,10.39
ASC322,Steamed orange pudding,asc_manual,1163.99,278.03,41.53,2.34,12.04,26.53
ASC323,Meringue and rice pudding,asc_manual,474.30,112.93,14.60,4.84,4.05,10.87
ASC324,Cheese pudding,asc_manual,1190.38,285.01,19.27,11.29,18.37,18.63
ASC325,Chocolate pudding,asc_manual,891.10,211.96,29.59,3.55,9.48,20.68
ASC326,Bread and butter pudding ,asc_manual,705.95,167.94,19.63,5.59,7.88,11.84
ASC327,Queen of pudding,asc_manual,558.58,132.92,16.35,5.51,5.38,11.77
ASC328,Pineapple upside down pudding,asc_manual,1079.36,257.73,35.73,3.15,11.91,22.16
ASC329,Date and nut pie,asc_manual,1348.65,322.42,46.86,3.93,13.31,31.18
ASC330,Stewed apple with custard,asc_manual,392.17,92.87,18.36,1.27,1.82,15.46
ASC331,Apple snowballs,asc_manual,428.91,101.51,24.58,0.86,0.31,19.40
ASC332,Hot orange souffle,asc_manual,754.48,179.97,18.77,6.87,8.95,14.93
ASC333,Hot chocolate souffle,asc_manual,948.77,226.09,26.21,6.70,11.10,22.88
ASC334,Hot vanilla souffle,asc_manual,809.97,192.93,21.77,6.87,9.07,18.17
ASC335,Plain burfi (Burfi),asc_manual,1705.52,408.32,30.88,9.82,27.96,30.43
ASC336,Coconut burfi (Nariyal ki burfi),asc_manual,1956.59,467.64,32.15,8.81,34.63,31.50
ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),asc_manual,1153.35,275.96,24.51,5.86,17.68,23.92
ASC338,Chocolate burfi,asc_manual,1425.19,339.33,33.15,13.00,17.86,32.38
ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),asc_manual,1763.94,421.74,37.92,5.48,28.46,31.43
ASC340,Gram flour burfi (Besan burfi),asc_manual,1768.65,421.79,46.59,11.19,22.41,28.44
ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),asc_manual,1796.19,428.71,52.86,6.71,21.86,33.28
ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),asc_manual,1942.70,464.43,50.90,5.68,27.03,27.32
ASC343,Gram flour ladoo (Besan ladoo),asc_manual,2001.49,476.91,62.61,8.93,22.76,37.76
ASC344,Sesame ladoo (Til ke ladoo),asc_manual,1660.91,396.96,43.50,10.70,19.64,38.63
ASC345,Chenna murki,asc_manual,1066.03,252.69,36.01,10.46,8.20,35.55
ASC346,Milk cake,asc_manual,531.52,127.41,9.13,3.01,8.93,8.90
ASC347,Ghujia/Lavang latika,asc_manual,3168.67,768.98,13.00,1.86,78.93,6.08
ASC348,Gulab Jamun with khoya,asc_manual,2425.40,586.06,26.09,2.03,53.23,24.12
ASC349,Mal pua,asc_manual,2339.17,566.68,17.56,1.71,54.64,11.77
ASC350,Shahi tukre,asc_manual,806.27,189.81,41.46,2.76,2.54,34.70
ASC351,Potato pakora/pakoda (Aloo pakoda),asc_manual,2788.18,677.19,6.04,1.90,71.84,0.22
ASC352,Onion pakora/pakoda (Pyaaz ke pakode),asc_manual,2777.39,674.61,5.41,1.90,71.84,0.88
ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),asc_manual,2764.93,671.63,4.52,1.98,71.86,0.23
ASC354,Mixed vegetable pakora/pakoda,asc_manual,2774.04,673.81,5.12,1.94,71.86,0.38
ASC355,Spinach pakora/pakoda (Palak pakoda),asc_manual,2933.57,712.62,4.68,1.96,76.38,0.20
ASC356,Methi pakora/pakoda (Methi ke pakode),asc_manual,2936.21,713.25,4.68,2.06,76.39,0.25
ASC357,Egg pakora/pakoda (Ande ke pakode),asc_manual,2925.47,710.51,4.48,2.83,75.86,0.19
ASC358,Bread pakora/pakoda,asc_manual,2929.73,710.99,8.87,2.57,74.20,0.46
ASC359,Paneer pakora/pakoda,asc_manual,2957.51,718.12,5.52,3.27,76.05,1.08
ASC360,Potato bonda (Aloo bonda),asc_manual,2604.02,632.84,4.53,1.09,67.80,0.27
ASC361,Potato samosa (Aloo ka samosa),asc_manual,2377.14,577.39,9.21,1.71,59.19,0.29
ASC362,Minced meat samosa (Keema ka samosa),asc_manual,2557.26,620.99,6.14,4.43,64.26,0.50
ASC363,Paneer and pea samosa (Paneer matar ka samosa),asc_manual,2569.60,623.81,8.55,4.02,63.65,1.69
ASC364,Mathri,asc_manual,3314.32,805.12,12.32,1.75,83.10,0.29
ASC365,Khasta kachori,asc_manual,2934.90,712.73,12.81,2.51,72.27,0.34
ASC366,Vegetable cutlet,asc_manual,2738.50,665.45,4.68,1.25,71.33,0.35
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),asc_manual,2888.94,701.71,7.39,1.76,73.89,0.27
ASC368,Peanut cutlet (Mungfali ke cutlet),asc_manual,2878.02,698.77,5.68,2.63,74.00,0.51
ASC369,Fish cutlet (Machli ka cutlet),asc_manual,2693.96,654.64,3.13,2.77,70.11,0.29
ASC370,Paneer potato cutlet (Paneer aloo cutlet),asc_manual,2770.57,672.94,5.23,2.47,71.40,1.02
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),asc_manual,2831.18,688.03,4.93,1.44,73.60,0.16
ASC372,Cheese toast,asc_manual,3233.23,785.37,5.49,1.98,84.11,0.53
ASC375,Vegetable burger,asc_manual,2144.45,519.93,13.69,3.26,50.63,1.88
ASC376,Cheese pizza,asc_manual,1047.50,249.50,30.62,5.79,12.43,3.42
ASC377,Vegetable seekh kebab,asc_manual,2843.04,690.73,5.32,1.57,73.72,0.74
ASC378,Masala vada,asc_manual,3397.89,826.02,4.06,1.69,89.15,0.24
ASC379,Peanut sago vada (Sabudana mungfali vada),asc_manual,3087.61,749.89,7.14,1.01,79.82,0.19
ASC380,Vegeterian scotch egg,asc_manual,2805.97,681.67,4.64,2.16,72.77,0.23
ASC381,Paneer shaslik/tikka,asc_manual,392.27,93.85,7.98,5.11,4.49,4.61
ASC382,Peanut brittle (Moongfali ki chikki),asc_manual,1340.21,320.46,47.46,6.94,11.13,43.92
ASC383,Spring roll,asc_manual,2568.38,623.87,8.56,1.81,64.63,0.60
ASC384,Dry mango chutney (Sookhe aam ki chutney),asc_manual,1247.30,298.13,69.17,2.43,0.70,61.86
ASC385,Peanut chutney (Mungfali ki chutney),asc_manual,1081.16,258.37,9.87,11.80,19.06,2.76
ASC386,Coconut chutney (Nariyal ki chutney),asc_manual,1110.19,265.92,8.29,3.59,25.00,3.79
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),asc_manual,430.47,102.60,21.18,2.81,0.51,15.88
ASC395,Custard tart,asc_manual,940.77,225.60,28.66,3.72,10.73,9.31
ASC396,Lemon tart,asc_manual,1262.30,303.35,30.68,6.12,17.45,10.68
ASC397,Jam tart,asc_manual,1498.57,360.72,46.18,4.42,17.35,14.74
ASC398,Orange cream tart,asc_manual,822.52,197.16,27.43,2.58,8.72,10.08
ASC399,Pineapple tart,asc_manual,817.46,195.40,28.62,2.29,8.21,11.09
ASC400,Cheese and mushroom tart,asc_manual,1022.00,246.10,21.43,5.51,15.28,3.16
ASC401,Cottage cheese pie,asc_manual,992.89,238.98,20.66,7.45,13.83,3.62
ASC402,Minced meat pie,asc_manual,919.66,221.55,18.11,7.38,13.04,1.42
ASC403,Apple cinnamon pie,asc_manual,1077.36,258.73,33.68,3.35,12.21,11.95
ASC404,Lemon meringue pie,asc_manual,941.79,224.43,35.11,3.88,8.16,21.17
ASC405,Chocolate meringue pie,asc_manual,899.79,214.76,28.80,4.98,9.17,15.03
ASC407,Cream puffs,asc_manual,919.45,221.33,16.00,4.70,15.48,5.94
ASC408,Chocolate eclairs,asc_manual,1000.02,239.42,26.22,4.24,13.50,17.34
ASC409,Cheese balls,asc_manual,2803.78,681.28,4.81,2.21,72.57,0.63
ASC411,Minced meat patties,asc_manual,1101.40,265.72,15.25,6.88,19.57,0.88
ASC412,Cheese patties,asc_manual,1343.40,324.01,22.23,7.38,22.67,3.93
ASC413,Hot cheese souffle,asc_manual,736.62,177.10,5.41,9.18,13.23,2.91
ASC414,Hot potato souffle,asc_manual,523.33,125.64,8.56,5.51,7.64,1.78
ASC415,Hot fish souffle,asc_manual,595.64,142.92,3.69,11.23,9.24,1.68
ASC416,Hot spinach souffle,asc_manual,434.01,104.25,4.19,5.43,7.24,1.64
ASC417,Plain cream cake,asc_manual,1480.86,353.94,47.18,6.18,16.17,27.74
ASC418,Apple cake (Seb ka cake),asc_manual,1213.67,290.08,39.48,4.94,12.87,23.52
ASC419,Marble cake,asc_manual,1481.48,354.11,46.88,6.30,16.27,27.56
ASC420,Chocolate cake,asc_manual,1404.77,335.61,45.14,6.01,15.18,27.58
ASC421,Orange cake,asc_manual,1496.24,357.61,48.28,6.10,16.21,28.38
ASC422,Fruit Loaf ,asc_manual,1354.76,324.19,46.49,5.36,13.31,24.54
ASC423,Banana cake (Kele ka cake),asc_manual,1623.40,389.51,40.00,5.77,23.31,23.04
ASC424,Chocolate chiffon cake,asc_manual,1305.28,311.71,37.87,5.76,15.80,24.25
ASC425,Christmas cake,asc_manual,1560.80,372.95,48.29,5.49,16.88,27.45
ASC426,Strawberry and vanilla cake with butter icing,asc_manual,1547.86,370.54,44.25,3.89,20.39,32.43
ASC427,Eggless cake,asc_manual,1333.75,318.08,46.14,8.12,11.75,27.70
ASC429,Swiss roll,asc_manual,1062.09,251.87,48.34,7.30,3.77,32.96
ASC430,Pineapple pastry ,asc_manual,874.13,208.21,29.04,6.06,7.87,18.83
ASC431,Black forest pastry,asc_manual,979.99,233.55,34.48,6.09,8.46,21.35
ASC432,Coconut finger,asc_manual,1155.88,274.86,42.56,7.09,8.86,28.55
ASC433,Pineapple cake ,asc_manual,819.06,195.57,23.51,5.01,9.34,16.16
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),asc_manual,1773.46,424.80,47.10,6.56,23.62,22.58
ASC440,Chocolate chip cookies,asc_manual,1776.75,425.29,57.98,5.79,19.38,30.29
ASC441,Sweet plain biscuit,asc_manual,1588.86,380.76,50.29,5.86,17.67,21.77
ASC442,Chocolate biscuit,asc_manual,1586.49,379.76,51.56,5.88,17.09,24.16
ASC443,Coconut biscuit (Nariyal ke biscuit),asc_manual,1816.48,434.98,42.90,5.78,27.16,20.76
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),asc_manual,1694.69,407.96,45.09,6.15,22.39,7.22
ASC445,Peanut biscuit,asc_manual,1676.08,401.05,46.72,8.45,20.41,21.26
ASC446,Pin wheel biscuit,asc_manual,1688.63,404.60,54.56,5.40,18.66,23.25
ASC447,Saffron biscuit (Kesar biscuit),asc_manual,1913.03,458.61,59.70,6.05,22.01,22.42
ASC448,Masala biscuit,asc_manual,1636.01,393.64,45.18,6.06,20.75,6.82
ASC449,Ice box cookies,asc_manual,1565.29,374.24,56.09,5.70,14.44,26.69
ASC450,Ginger bread man,asc_manual,1526.89,365.00,60.26,6.61,11.01,29.12
ASC451,Danish cookies,asc_manual,1979.40,475.33,58.00,5.33,24.92,21.73
ASC452,Short bread cookies,asc_manual,1849.61,443.09,64.82,6.03,17.98,23.31
ASC453,Coffee biscuit,asc_manual,1740.91,416.57,46.55,6.90,23.00,21.69
ASC454,Melting moments,asc_manual,1828.79,437.91,55.84,5.71,21.78,25.00
ASC455,Ginger biscuit (Adarak ke biscuit),asc_manual,1746.31,417.91,58.44,5.98,18.31,27.06
ASC456,Soyabean muthias,asc_manual,3453.32,839.33,3.70,2.46,90.45,0.17
ASC457,Soyabean tikki,asc_manual,2874.50,698.17,4.39,3.53,74.02,0.35
ASC458,Soyabean namak paras,asc_manual,3450.04,838.46,4.65,2.65,89.83,0.22
ASC459,Peanut burfi (Moongfali ki burfi),asc_manual,2303.87,550.99,48.14,9.31,36.84,43.08
ASC460,Spinach peanut namak paras (Palak moongfali namak paras),asc_manual,3046.16,740.16,6.62,1.65,78.51,0.28
ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),asc_manual,3124.11,758.89,7.63,2.08,80.04,0.25
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),asc_manual,3286.07,798.26,11.13,2.74,82.44,0.15
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),asc_manual,795.86,190.21,41.07,4.15,0.64,19.41
ASC464,Sweet poori (Meethi poori),asc_manual,3224.23,782.75,14.26,2.12,79.63,7.15
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),asc_manual,1845.57,441.08,60.00,9.84,18.41,31.12
ASC466,Spinach burfi (Palak burfi),asc_manual,508.27,121.17,12.76,2.71,6.81,12.12
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),asc_manual,1529.88,366.59,62.66,9.51,7.93,24.73
ASC468,Sprouted moong daliya ,asc_manual,463.89,111.56,14.77,2.81,4.71,1.67
ASC469,Sprouted moong poha ,asc_manual,804.44,192.60,26.60,5.59,6.89,1.93
ASC470,Pearl millet ladoo (Bajra ladoo),asc_manual,1337.47,319.66,50.98,9.61,8.06,27.44
ASC471,Paushtik ladoo,asc_manual,2035.29,485.87,60.34,7.65,24.98,38.12
ASC472,Paushtik roti,asc_manual,627.76,149.26,26.59,7.17,1.51,2.03
ASC473,Semolina carrot vada (Suji gajar vada),asc_manual,2878.86,699.53,6.52,1.56,74.07,1.21
ASC474,Dhokla,asc_manual,915.99,216.49,30.68,13.45,5.28,4.78
BFP007,Kashmiri tea (Kehwa),bfp_manual,105.73,24.90,5.23,0.17,0.51,5.14
BFP008,Steeped hot coffee,bfp_manual,67.40,15.91,3.01,0.39,0.33,2.96
BFP011,Hot chocolate,bfp_manual,377.68,90.01,9.02,3.43,4.61,8.86
BFP013,Cold coffee (with cream),bfp_manual,348.62,82.76,11.98,1.93,3.29,11.91
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),bfp_manual,321.43,76.45,11.15,2.01,2.77,9.94
BFP019,Flavoured milkshake,bfp_manual,281.05,66.78,8.65,2.06,2.83,8.61
BFP024,Jal jeera,bfp_manual,127.66,30.24,6.70,0.44,0.26,5.71
BFP026,Gingo,bfp_manual,204.12,48.02,12.42,0.14,0.06,12.08
BFP027,Mintade,bfp_manual,171.36,40.32,10.59,0.03,0.02,10.47
BFP029,Canjee,bfp_manual,27.67,6.61,0.44,0.24,0.42,0.21
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),bfp_manual,28.86,6.90,0.35,0.39,0.42,0.09
BFP031,Potato canjee (Aloo canjee),bfp_manual,68.05,16.26,2.69,0.44,0.39,0.10
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),bfp_manual,329.06,78.40,10.56,2.50,2.98,7.04
BFP039,Semolina upma (Suji/Rava upma),bfp_manual,614.18,147.89,16.31,3.30,7.49,1.31
BFP040,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,619.26,149.11,16.88,3.11,7.45,1.40
BFP041,Rice upma,bfp_manual,628.30,151.27,17.96,2.63,7.46,1.13
BFP042,Bread upma,bfp_manual,540.40,129.51,12.60,2.80,7.75,1.56
BFP043,Vegetable upma,bfp_manual,610.06,146.47,16.46,4.73,6.63,1.39
BFP044,Poha,bfp_manual,1226.35,294.53,35.05,6.09,14.14,0.87
BFP045,Vegetable poha,bfp_manual,751.96,180.52,21.52,4.89,8.07,1.40
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),bfp_manual,645.18,154.89,19.42,6.97,5.11,1.11
BFP047,Paneer stuffed cheela/chilla,bfp_manual,855.46,205.19,19.16,11.44,8.89,3.81
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,428.19,102.83,3.76,6.10,7.02,1.95
BFP054,French omelette/omlet,bfp_manual,875.07,211.04,0.41,10.03,18.86,0.10
BFP055,Puffy omelette/omlet,bfp_manual,780.16,188.15,0.08,8.82,16.84,0.08
BFP056,Orange omelette/omlet,bfp_manual,807.80,194.66,1.68,8.93,16.84,1.68
BFP057,Cheese and mushroom omelette/omlet,bfp_manual,852.34,205.63,1.68,9.69,17.82,1.07
BFP058,Spanish omelette/omlet,bfp_manual,653.68,157.45,5.10,8.25,11.44,1.03
BFP059,Mixed stock,bfp_manual,104.56,25.19,0.33,2.06,1.71,0.20
BFP060,Meat stock,bfp_manual,101.55,24.48,0.00,2.10,1.78,0.00
BFP062,White stock,bfp_manual,28.88,6.99,0.40,0.07,0.56,0.24
BFP065,Meat consomme (with mutton),bfp_manual,124.54,29.76,0.51,14.86,13.68,0.24
BFP066,Consomme au julienne,bfp_manual,116.16,27.76,1.49,12.49,10.66,0.83
BFP067,Consomme au vermicelli,bfp_manual,125.29,29.94,1.30,15.23,12.98,0.27
BFP072,Green pea soup (Matar ka soup),bfp_manual,165.85,39.81,3.63,11.06,12.90,0.87
BFP073,Spinach soup (Palak ka soup),bfp_manual,135.79,32.59,3.03,10.54,14.26,0.29
BFP074,Mixed vegetable soup,bfp_manual,148.51,35.71,2.95,8.22,11.66,1.64
BFP075,Cheese soup,bfp_manual,170.54,41.13,1.87,12.39,17.07,0.84
BFP076,Mulligatawny soup,bfp_manual,226.95,54.42,8.24,11.26,13.28,1.26
BFP079,Cream of carrot soup,bfp_manual,248.48,59.77,5.69,8.27,12.35,1.77
BFP080,Cream of broccoli soup,bfp_manual,233.85,56.14,3.72,8.97,12.75,1.59
BFP082,Cream of potato soup,bfp_manual,250.34,60.20,6.14,8.10,12.05,1.24
BFP087,Almond soup (Badam ka soup),bfp_manual,327.75,78.65,3.68,10.13,13.80,1.94
BFP088,Cold cucumber cream soup ,bfp_manual,49.57,11.88,1.76,0.34,0.34,0.51
BFP089,Cold tomato soup,bfp_manual,69.74,16.90,0.59,0.11,1.56,0.22
BFP090,Chicken stew,bfp_manual,529.28,127.55,4.44,7.19,8.91,1.43
BFP091,Veg paneer stew,bfp_manual,606.74,145.55,10.22,6.98,8.41,4.85
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),bfp_manual,796.03,191.27,26.37,4.37,7.27,2.71
BFP110,Methi parantha/paratha,bfp_manual,618.37,148.36,22.19,4.27,4.34,2.44
BFP114,Bathua poori,bfp_manual,2466.82,598.79,13.85,2.35,59.14,0.41
BFP115,Gram flour poori (Besan poori),bfp_manual,2873.78,697.66,10.93,2.59,71.51,0.35
BFP116,Beetroot poori (Chukandar ki poori),bfp_manual,2173.70,527.66,12.29,1.91,52.18,0.54
BFP117,Peas poori (Matar ki poori),bfp_manual,2442.79,592.83,14.92,3.04,57.69,0.48
BFP118,Peas kachori (Matar kachori),bfp_manual,2408.81,584.68,13.25,3.21,57.51,0.50
BFP122,Pizza,bfp_manual,609.95,146.77,9.94,6.85,8.72,1.38
BFP124,Bacon and mushroom pancake,bfp_manual,654.37,157.67,8.47,6.82,10.60,1.23
BFP125,Cheese and tomato pancake,bfp_manual,612.56,147.39,10.66,5.15,9.28,3.48
BFP127,Minced meat pancake (with chicken),bfp_manual,483.97,116.04,8.18,12.01,10.48,1.29
BFP132,Eggplant/Brinjal rice (Vangi bhat),bfp_manual,772.30,184.80,31.74,5.28,3.67,4.36
BFP133,Kashmiri 'tahar',bfp_manual,410.14,98.21,19.11,1.95,1.37,0.17
BFP134,Cumin pulao (Jeera/Zeera pulao),bfp_manual,563.93,135.24,23.61,2.47,3.20,0.64
BFP136,Peas pulao (Matar pulao),bfp_manual,454.41,108.87,18.42,3.89,1.90,1.30
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),bfp_manual,486.37,116.53,19.72,3.60,2.30,1.59
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),bfp_manual,523.84,125.51,21.55,3.44,2.58,1.99
BFP141,Mutton pulao,bfp_manual,544.13,130.77,11.26,6.52,10.78,1.00
BFP142,Chicken pulao,bfp_manual,450.53,108.24,11.17,6.07,8.48,0.99
BFP143,Mexican rice,bfp_manual,502.28,120.57,14.21,4.62,4.88,1.44
BFP144,Plain khitchdi (Plain khichri/khichdi),bfp_manual,238.08,57.03,10.04,1.72,1.01,0.12
BFP147,Instant idli (with semolina),bfp_manual,1034.13,247.29,43.40,9.16,3.61,3.35
BFP148,Plain dosa,bfp_manual,1588.71,380.91,64.08,10.34,8.43,0.70
BFP150,Masala dosa mixed vegetable fillings,bfp_manual,602.95,144.53,23.02,4.84,3.26,1.53
BFP151,Masala dosa paneer fillings,bfp_manual,1014.71,243.12,29.76,10.31,8.84,4.81
BFP152,Uttapam,bfp_manual,1065.34,255.95,36.28,6.18,9.03,1.50
BFP153,Appam,bfp_manual,1120.32,267.70,13.28,3.12,22.63,4.16
BFP154,Beans and macaroni,bfp_manual,569.73,136.08,14.24,4.58,7.01,1.68
BFP155,Spaghetti bolognese,bfp_manual,408.45,97.43,10.04,9.35,9.51,1.41
BFP157,Meat and macaroni casserole,bfp_manual,676.14,161.55,16.12,9.15,10.17,1.00
BFP158,Spaghetti with meat balls and tomato sauce,bfp_manual,658.93,158.13,10.46,5.61,10.64,1.87
BFP159,Spaghetti with paneer balls and tomato sauce,bfp_manual,660.93,158.54,12.72,3.95,10.44,3.03
BFP161,Lasagne with meat sauce,bfp_manual,265.00,63.38,5.38,2.90,3.43,1.04
BFP162,Lasagne with vegetables,bfp_manual,206.40,49.23,5.90,1.71,2.16,1.37
